zgbh,rq,bcbh
1341038   ,2017/8/26 0:00:00,116
1332763   ,2017/8/26 0:00:00,108
1332758   ,2017/8/26 0:00:00,108
1332940   ,2017/8/26 0:00:00,113
1333046   ,2017/8/26 0:00:00,113
1333084   ,2017/8/26 0:00:00,312
1333116   ,2017/8/26 0:00:00,106
1333136   ,2017/8/26 0:00:00,312
1333143   ,2017/8/26 0:00:00,312
1333119   ,2017/8/26 0:00:00,108
1333174   ,2017/8/26 0:00:00,312
1333175   ,2017/8/26 0:00:00,317
1333181   ,2017/8/26 0:00:00,106
1333187   ,2017/8/26 0:00:00,312
1333188   ,2017/8/26 0:00:00,106
1333193   ,2017/8/26 0:00:00,312
1333205   ,2017/8/26 0:00:00,106
1333216   ,2017/8/26 0:00:00,312
1333249   ,2017/8/26 0:00:00,312
1333278   ,2017/8/26 0:00:00,106
1333309   ,2017/8/26 0:00:00,108
1333332   ,2017/8/26 0:00:00,312
1333080   ,2017/8/26 0:00:00,113
1333087   ,2017/8/26 0:00:00,113
1333088   ,2017/8/26 0:00:00,113
1333109   ,2017/8/26 0:00:00,305
1333160   ,2017/8/26 0:00:00,305
1333171   ,2017/8/26 0:00:00,113
1333177   ,2017/8/26 0:00:00,113
1333178   ,2017/8/26 0:00:00,305
1333208   ,2017/8/26 0:00:00,305
1333211   ,2017/8/26 0:00:00,113
1333251   ,2017/8/26 0:00:00,113
1333256   ,2017/8/26 0:00:00,113
1333269   ,2017/8/26 0:00:00,113
1333272   ,2017/8/26 0:00:00,113
1333283   ,2017/8/26 0:00:00,113
1333290   ,2017/8/26 0:00:00,113
1333294   ,2017/8/26 0:00:00,305
1333299   ,2017/8/26 0:00:00,113
1333305   ,2017/8/26 0:00:00,113
1333316   ,2017/8/26 0:00:00,113
1317557   ,2017/8/26 0:00:00,317
1333163   ,2017/8/26 0:00:00,113
1333059   ,2017/8/26 0:00:00,320
1333063   ,2017/8/26 0:00:00,113
1333238   ,2017/8/26 0:00:00,113
YG5285    ,2017/8/26 0:00:00,317
1333139   ,2017/8/26 0:00:00,113
1333417   ,2017/8/26 0:00:00,108
1333378   ,2017/8/26 0:00:00,108
1333380   ,2017/8/26 0:00:00,317
1333406   ,2017/8/26 0:00:00,317
1333518   ,2017/8/26 0:00:00,108
1333400   ,2017/8/26 0:00:00,317
1333361   ,2017/8/26 0:00:00,305
1333343   ,2017/8/26 0:00:00,108
1333344   ,2017/8/26 0:00:00,108
1333340   ,2017/8/26 0:00:00,126
YG5370    ,2017/8/26 0:00:00,317
1333351   ,2017/8/26 0:00:00,113
1333372   ,2017/8/26 0:00:00,113
1333385   ,2017/8/26 0:00:00,305
1333389   ,2017/8/26 0:00:00,106
1333395   ,2017/8/26 0:00:00,113
1333397   ,2017/8/26 0:00:00,113
1333399   ,2017/8/26 0:00:00,106
1333402   ,2017/8/26 0:00:00,305
1333405   ,2017/8/26 0:00:00,305
1333413   ,2017/8/26 0:00:00,106
1333421   ,2017/8/26 0:00:00,113
1333442   ,2017/8/26 0:00:00,305
1333464   ,2017/8/26 0:00:00,305
1333465   ,2017/8/26 0:00:00,305
1333488   ,2017/8/26 0:00:00,312
1333491   ,2017/8/26 0:00:00,305
1333493   ,2017/8/26 0:00:00,305
1333498   ,2017/8/26 0:00:00,113
1333506   ,2017/8/26 0:00:00,312
1333521   ,2017/8/26 0:00:00,312
1333530   ,2017/8/26 0:00:00,312
1333537   ,2017/8/26 0:00:00,108
1333562   ,2017/8/26 0:00:00,113
1333565   ,2017/8/26 0:00:00,113
1333596   ,2017/8/26 0:00:00,113
1333610   ,2017/8/26 0:00:00,113
1333628   ,2017/8/26 0:00:00,113
1333631   ,2017/8/26 0:00:00,113
1333692   ,2017/8/26 0:00:00,113
1333699   ,2017/8/26 0:00:00,113
1333716   ,2017/8/26 0:00:00,113
1333721   ,2017/8/26 0:00:00,113
1333541   ,2017/8/26 0:00:00,320
1333553   ,2017/8/26 0:00:00,106
1333587   ,2017/8/26 0:00:00,113
1333588   ,2017/8/26 0:00:00,113
1333753   ,2017/8/26 0:00:00,108
1333756   ,2017/8/26 0:00:00,108
1333762   ,2017/8/26 0:00:00,113
1333771   ,2017/8/26 0:00:00,317
1333774   ,2017/8/26 0:00:00,108
1333784   ,2017/8/26 0:00:00,317
1333785   ,2017/8/26 0:00:00,108
1333793   ,2017/8/26 0:00:00,108
1333796   ,2017/8/26 0:00:00,113
1333815   ,2017/8/26 0:00:00,108
1333871   ,2017/8/26 0:00:00,108
1333884   ,2017/8/26 0:00:00,317
1333911   ,2017/8/26 0:00:00,317
1333919   ,2017/8/26 0:00:00,317
1333635   ,2017/8/26 0:00:00,108
1333637   ,2017/8/26 0:00:00,108
1333904   ,2017/8/26 0:00:00,108
1333934   ,2017/8/26 0:00:00,108
1333935   ,2017/8/26 0:00:00,108
1333730   ,2017/8/26 0:00:00,320
1333737   ,2017/8/26 0:00:00,320
YG5715    ,2017/8/26 0:00:00,305
YG5718    ,2017/8/26 0:00:00,305
1334045   ,2017/8/26 0:00:00,108
1333999   ,2017/8/26 0:00:00,108
1334055   ,2017/8/26 0:00:00,108
1333986   ,2017/8/26 0:00:00,108
1334003   ,2017/8/26 0:00:00,113
1334133   ,2017/8/26 0:00:00,113
1334374   ,2017/8/26 0:00:00,108
1334375   ,2017/8/26 0:00:00,108
1334551   ,2017/8/26 0:00:00,108
1334465   ,2017/8/26 0:00:00,113
1334392   ,2017/8/26 0:00:00,113
1334405   ,2017/8/26 0:00:00,113
1334477   ,2017/8/26 0:00:00,113
1334423   ,2017/8/26 0:00:00,113
1334491   ,2017/8/26 0:00:00,113
1333882   ,2017/8/26 0:00:00,113
1333779   ,2017/8/26 0:00:00,113
1333908   ,2017/8/26 0:00:00,113
1333573   ,2017/8/26 0:00:00,113
1331864   ,2017/8/26 0:00:00,113
1333906   ,2017/8/26 0:00:00,113
1331783   ,2017/8/26 0:00:00,305
1333614   ,2017/8/26 0:00:00,305
1334594   ,2017/8/26 0:00:00,312
1334562   ,2017/8/26 0:00:00,320
1334580   ,2017/8/26 0:00:00,113
1334590   ,2017/8/26 0:00:00,113
1334620   ,2017/8/26 0:00:00,113
1334697   ,2017/8/26 0:00:00,108
1334812   ,2017/8/26 0:00:00,108
1334709   ,2017/8/26 0:00:00,106
1334701   ,2017/8/26 0:00:00,108
1334718   ,2017/8/26 0:00:00,108
1334724   ,2017/8/26 0:00:00,108
1334735   ,2017/8/26 0:00:00,108
1334743   ,2017/8/26 0:00:00,108
1334761   ,2017/8/26 0:00:00,108
1334763   ,2017/8/26 0:00:00,108
1334769   ,2017/8/26 0:00:00,108
1334781   ,2017/8/26 0:00:00,108
1334794   ,2017/8/26 0:00:00,108
1334766   ,2017/8/26 0:00:00,108
1334770   ,2017/8/26 0:00:00,108
1334712   ,2017/8/26 0:00:00,305
1334806   ,2017/8/26 0:00:00,113
1334699   ,2017/8/26 0:00:00,320
1334710   ,2017/8/26 0:00:00,320
1334717   ,2017/8/26 0:00:00,113
1334725   ,2017/8/26 0:00:00,320
1334894   ,2017/8/26 0:00:00,113
1334904   ,2017/8/26 0:00:00,113
1334948   ,2017/8/26 0:00:00,113
1335032   ,2017/8/26 0:00:00,305
1335104   ,2017/8/26 0:00:00,113
1335110   ,2017/8/26 0:00:00,113
1335040   ,2017/8/26 0:00:00,108
1335038   ,2017/8/26 0:00:00,108
1335181   ,2017/8/26 0:00:00,113
1335075   ,2017/8/26 0:00:00,113
1335078   ,2017/8/26 0:00:00,113
1335146   ,2017/8/26 0:00:00,113
1335162   ,2017/8/26 0:00:00,113
1335253   ,2017/8/26 0:00:00,113
1335289   ,2017/8/26 0:00:00,113
1335211   ,2017/8/26 0:00:00,305
1335242   ,2017/8/26 0:00:00,113
1335266   ,2017/8/26 0:00:00,113
1335276   ,2017/8/26 0:00:00,113
1335348   ,2017/8/26 0:00:00,320
1335350   ,2017/8/26 0:00:00,320
1335353   ,2017/8/26 0:00:00,320
1335366   ,2017/8/26 0:00:00,113
1335368   ,2017/8/26 0:00:00,113
1335370   ,2017/8/26 0:00:00,113
1335382   ,2017/8/26 0:00:00,113
1335390   ,2017/8/26 0:00:00,320
1335394   ,2017/8/26 0:00:00,320
1335391   ,2017/8/26 0:00:00,320
1335373   ,2017/8/26 0:00:00,320
1335374   ,2017/8/26 0:00:00,113
1335377   ,2017/8/26 0:00:00,113
1335317   ,2017/8/26 0:00:00,305
892626    ,2017/8/29 0:00:00,305
864921    ,2017/8/29 0:00:00,305
1313367   ,2017/8/29 0:00:00,109
1313435   ,2017/8/29 0:00:00,305
1325223   ,2017/8/29 0:00:00,108
1330425   ,2017/8/29 0:00:00,114
1330429   ,2017/8/29 0:00:00,114
1330277   ,2017/8/29 0:00:00,113
1326254   ,2017/8/29 0:00:00,320
1323018   ,2017/8/29 0:00:00,320
1317033   ,2017/8/29 0:00:00,320
826200    ,2017/8/29 0:00:00,317
53691     ,2017/8/29 0:00:00,126
51462     ,2017/8/29 0:00:00,126
849603    ,2017/8/29 0:00:00,113
1305891   ,2017/8/29 0:00:00,113
892400    ,2017/8/29 0:00:00,113
1306236   ,2017/8/29 0:00:00,113
1309326   ,2017/8/29 0:00:00,113
1322033   ,2017/8/29 0:00:00,113
1322836   ,2017/8/29 0:00:00,113
896583    ,2017/8/29 0:00:00,316
897181    ,2017/8/29 0:00:00,316
1307063   ,2017/8/29 0:00:00,305
1306257   ,2017/8/29 0:00:00,305
1322668   ,2017/8/29 0:00:00,305
1312987   ,2017/8/29 0:00:00,305
1308167   ,2017/8/29 0:00:00,114
843466    ,2017/8/29 0:00:00,126
859932    ,2017/8/29 0:00:00,114
846011    ,2017/8/29 0:00:00,316
843229    ,2017/8/29 0:00:00,316
826459    ,2017/8/29 0:00:00,126
845670    ,2017/8/29 0:00:00,126
853696    ,2017/8/29 0:00:00,126
1293607   ,2017/8/29 0:00:00,113
901564    ,2017/8/29 0:00:00,305
856794    ,2017/8/29 0:00:00,305
1322681   ,2017/8/29 0:00:00,305
1322743   ,2017/8/29 0:00:00,305
1307029   ,2017/8/29 0:00:00,113
1315680   ,2017/8/29 0:00:00,113
905705    ,2017/8/29 0:00:00,113
875296    ,2017/8/29 0:00:00,113
1307115   ,2017/8/29 0:00:00,113
876940    ,2017/8/29 0:00:00,113
1319351   ,2017/8/29 0:00:00,113
01012     ,2017/8/29 0:00:00,108
01654     ,2017/8/29 0:00:00,108
02149     ,2017/8/29 0:00:00,108
04652     ,2017/8/29 0:00:00,108
09343     ,2017/8/29 0:00:00,108
1282278   ,2017/8/29 0:00:00,108
1283411   ,2017/8/29 0:00:00,317
1294434   ,2017/8/29 0:00:00,317
1297148   ,2017/8/29 0:00:00,108
1301074   ,2017/8/29 0:00:00,108
1301147   ,2017/8/29 0:00:00,108
1301217   ,2017/8/29 0:00:00,108
1301345   ,2017/8/29 0:00:00,108
1301366   ,2017/8/29 0:00:00,108
1301421   ,2017/8/29 0:00:00,317
1301581   ,2017/8/29 0:00:00,317
1301682   ,2017/8/29 0:00:00,108
1301690   ,2017/8/29 0:00:00,108
1301704   ,2017/8/29 0:00:00,108
1301720   ,2017/8/29 0:00:00,108
1301747   ,2017/8/29 0:00:00,108
1302801   ,2017/8/29 0:00:00,108
1303030   ,2017/8/29 0:00:00,108
1303038   ,2017/8/29 0:00:00,108
1303114   ,2017/8/29 0:00:00,317
1303251   ,2017/8/29 0:00:00,108
1303584   ,2017/8/29 0:00:00,317
1303613   ,2017/8/29 0:00:00,108
1303640   ,2017/8/29 0:00:00,317
1303641   ,2017/8/29 0:00:00,317
1303884   ,2017/8/29 0:00:00,108
1304220   ,2017/8/29 0:00:00,317
1304236   ,2017/8/29 0:00:00,108
1304487   ,2017/8/29 0:00:00,317
1304503   ,2017/8/29 0:00:00,317
1304539   ,2017/8/29 0:00:00,317
1304651   ,2017/8/29 0:00:00,108
1304665   ,2017/8/29 0:00:00,108
1304693   ,2017/8/29 0:00:00,108
1305305   ,2017/8/29 0:00:00,317
1305783   ,2017/8/29 0:00:00,317
1307868   ,2017/8/29 0:00:00,317
1307873   ,2017/8/29 0:00:00,108
1308008   ,2017/8/29 0:00:00,108
1308019   ,2017/8/29 0:00:00,317
1308025   ,2017/8/29 0:00:00,317
1308063   ,2017/8/29 0:00:00,108
1308151   ,2017/8/29 0:00:00,108
1308169   ,2017/8/29 0:00:00,108
1308273   ,2017/8/29 0:00:00,108
1308301   ,2017/8/29 0:00:00,108
1308360   ,2017/8/29 0:00:00,317
1309435   ,2017/8/29 0:00:00,317
1309467   ,2017/8/29 0:00:00,317
1309473   ,2017/8/29 0:00:00,108
1309477   ,2017/8/29 0:00:00,108
1309790   ,2017/8/29 0:00:00,108
1309807   ,2017/8/29 0:00:00,317
1309826   ,2017/8/29 0:00:00,108
1310095   ,2017/8/29 0:00:00,317
1313793   ,2017/8/29 0:00:00,317
1313796   ,2017/8/29 0:00:00,317
1313813   ,2017/8/29 0:00:00,108
1314859   ,2017/8/29 0:00:00,317
1315026   ,2017/8/29 0:00:00,108
1315274   ,2017/8/29 0:00:00,317
1315285   ,2017/8/29 0:00:00,317
1315305   ,2017/8/29 0:00:00,108
1315320   ,2017/8/29 0:00:00,108
1315696   ,2017/8/29 0:00:00,317
1315712   ,2017/8/29 0:00:00,108
1315773   ,2017/8/29 0:00:00,317
1316044   ,2017/8/29 0:00:00,108
1316111   ,2017/8/29 0:00:00,108
1316127   ,2017/8/29 0:00:00,108
1316452   ,2017/8/29 0:00:00,317
1317269   ,2017/8/29 0:00:00,108
1317311   ,2017/8/29 0:00:00,108
1317349   ,2017/8/29 0:00:00,317
1317368   ,2017/8/29 0:00:00,317
1317460   ,2017/8/29 0:00:00,108
1317462   ,2017/8/29 0:00:00,108
1317501   ,2017/8/29 0:00:00,317
1318573   ,2017/8/29 0:00:00,108
1318590   ,2017/8/29 0:00:00,108
1318607   ,2017/8/29 0:00:00,108
1318622   ,2017/8/29 0:00:00,108
1318629   ,2017/8/29 0:00:00,108
1318635   ,2017/8/29 0:00:00,317
1318639   ,2017/8/29 0:00:00,108
1318650   ,2017/8/29 0:00:00,317
1318664   ,2017/8/29 0:00:00,317
1318666   ,2017/8/29 0:00:00,317
1318688   ,2017/8/29 0:00:00,108
1318690   ,2017/8/29 0:00:00,108
1318704   ,2017/8/29 0:00:00,108
1318846   ,2017/8/29 0:00:00,317
1318853   ,2017/8/29 0:00:00,108
1318857   ,2017/8/29 0:00:00,108
1318861   ,2017/8/29 0:00:00,108
1319077   ,2017/8/29 0:00:00,108
1322387   ,2017/8/29 0:00:00,108
1322402   ,2017/8/29 0:00:00,317
1322449   ,2017/8/29 0:00:00,108
1323729   ,2017/8/29 0:00:00,108
1324030   ,2017/8/29 0:00:00,108
1325024   ,2017/8/29 0:00:00,108
1325032   ,2017/8/29 0:00:00,108
1325183   ,2017/8/29 0:00:00,317
1325288   ,2017/8/29 0:00:00,317
1325291   ,2017/8/29 0:00:00,317
1325298   ,2017/8/29 0:00:00,317
1325300   ,2017/8/29 0:00:00,108
1325344   ,2017/8/29 0:00:00,108
1325422   ,2017/8/29 0:00:00,108
1326076   ,2017/8/29 0:00:00,108
1326192   ,2017/8/29 0:00:00,317
1328869   ,2017/8/29 0:00:00,317
1328935   ,2017/8/29 0:00:00,108
1328966   ,2017/8/29 0:00:00,317
1328967   ,2017/8/29 0:00:00,317
1329010   ,2017/8/29 0:00:00,317
1329044   ,2017/8/29 0:00:00,317
1329048   ,2017/8/29 0:00:00,317
1329054   ,2017/8/29 0:00:00,108
1329065   ,2017/8/29 0:00:00,108
1329394   ,2017/8/29 0:00:00,317
1329428   ,2017/8/29 0:00:00,317
1329464   ,2017/8/29 0:00:00,317
1329468   ,2017/8/29 0:00:00,317
28279     ,2017/8/29 0:00:00,108
35413     ,2017/8/29 0:00:00,108
37915     ,2017/8/29 0:00:00,317
777817    ,2017/8/29 0:00:00,108
786724    ,2017/8/29 0:00:00,317
805257    ,2017/8/29 0:00:00,108
806306    ,2017/8/29 0:00:00,106
828424    ,2017/8/29 0:00:00,108
853717    ,2017/8/29 0:00:00,108
870688    ,2017/8/29 0:00:00,317
871812    ,2017/8/29 0:00:00,108
873396    ,2017/8/29 0:00:00,317
873857    ,2017/8/29 0:00:00,108
885262    ,2017/8/29 0:00:00,108
886388    ,2017/8/29 0:00:00,108
886764    ,2017/8/29 0:00:00,108
893673    ,2017/8/29 0:00:00,108
894100    ,2017/8/29 0:00:00,317
902385    ,2017/8/29 0:00:00,317
902771    ,2017/8/29 0:00:00,108
903566    ,2017/8/29 0:00:00,108
903623    ,2017/8/29 0:00:00,317
904701    ,2017/8/29 0:00:00,108
905208    ,2017/8/29 0:00:00,317
T2607     ,2017/8/29 0:00:00,317
W1309K    ,2017/8/29 0:00:00,108
W1569     ,2017/8/29 0:00:00,317
Y0124     ,2017/8/29 0:00:00,317
YG3605    ,2017/8/29 0:00:00,317
YG3614    ,2017/8/29 0:00:00,317
YG3623    ,2017/8/29 0:00:00,108
YG3634    ,2017/8/29 0:00:00,317
YG3683    ,2017/8/29 0:00:00,108
YG3722    ,2017/8/29 0:00:00,108
YG3740    ,2017/8/29 0:00:00,108
YG3754    ,2017/8/29 0:00:00,108
YG3758    ,2017/8/29 0:00:00,317
YG3796    ,2017/8/29 0:00:00,108
YG3801    ,2017/8/29 0:00:00,317
YG3833    ,2017/8/29 0:00:00,317
YG3954    ,2017/8/29 0:00:00,317
YG3965    ,2017/8/29 0:00:00,317
YG3991    ,2017/8/29 0:00:00,317
YG4002    ,2017/8/29 0:00:00,317
yg4005    ,2017/8/29 0:00:00,317
YG4040    ,2017/8/29 0:00:00,317
YG4060    ,2017/8/29 0:00:00,317
YG4066    ,2017/8/29 0:00:00,317
YG4220    ,2017/8/29 0:00:00,108
YG4250    ,2017/8/29 0:00:00,108
YG4267    ,2017/8/29 0:00:00,108
YG4282    ,2017/8/29 0:00:00,108
YG4287    ,2017/8/29 0:00:00,108
YG4291    ,2017/8/29 0:00:00,108
YG4320    ,2017/8/29 0:00:00,108
YG5146    ,2017/8/29 0:00:00,108
YG5149    ,2017/8/29 0:00:00,108
YG5153    ,2017/8/29 0:00:00,317
YG5156    ,2017/8/29 0:00:00,317
YG5159    ,2017/8/29 0:00:00,317
YG5162    ,2017/8/29 0:00:00,108
YG5170    ,2017/8/29 0:00:00,108
YG5185    ,2017/8/29 0:00:00,317
YG5190    ,2017/8/29 0:00:00,108
YG5197    ,2017/8/29 0:00:00,317
YG5204    ,2017/8/29 0:00:00,317
YG5215    ,2017/8/29 0:00:00,317
YG5294    ,2017/8/29 0:00:00,317
YG5332    ,2017/8/29 0:00:00,108
YG5339    ,2017/8/29 0:00:00,108
YG5342    ,2017/8/29 0:00:00,108
YG5344    ,2017/8/29 0:00:00,108
YG5351    ,2017/8/29 0:00:00,317
895450    ,2017/8/29 0:00:00,116
869795    ,2017/8/29 0:00:00,113
845951    ,2017/8/29 0:00:00,113
890895    ,2017/8/29 0:00:00,113
892903    ,2017/8/29 0:00:00,113
1312681   ,2017/8/29 0:00:00,113
1324012   ,2017/8/29 0:00:00,113
1303130   ,2017/8/29 0:00:00,113
850719    ,2017/8/29 0:00:00,113
1293951   ,2017/8/29 0:00:00,113
852637    ,2017/8/29 0:00:00,113
1308094   ,2017/8/29 0:00:00,113
892748    ,2017/8/29 0:00:00,113
867140    ,2017/8/29 0:00:00,126
891581    ,2017/8/29 0:00:00,113
892641    ,2017/8/29 0:00:00,113
1293982   ,2017/8/29 0:00:00,113
1325355   ,2017/8/29 0:00:00,113
894160    ,2017/8/29 0:00:00,113
1319982   ,2017/8/29 0:00:00,113
1308636   ,2017/8/29 0:00:00,305
1306644   ,2017/8/29 0:00:00,305
1326364   ,2017/8/29 0:00:00,305
892690    ,2017/8/29 0:00:00,305
901718    ,2017/8/29 0:00:00,305
1289278   ,2017/8/29 0:00:00,305
1325663   ,2017/8/29 0:00:00,305
1286395   ,2017/8/29 0:00:00,113
852573    ,2017/8/29 0:00:00,126
1324040   ,2017/8/29 0:00:00,320
1313091   ,2017/8/29 0:00:00,320
849408    ,2017/8/29 0:00:00,320
892360    ,2017/8/29 0:00:00,320
1307134   ,2017/8/29 0:00:00,320
1327158   ,2017/8/29 0:00:00,320
903797    ,2017/8/29 0:00:00,320
893318    ,2017/8/29 0:00:00,113
1305818   ,2017/8/29 0:00:00,320
1293589   ,2017/8/29 0:00:00,320
1307745   ,2017/8/29 0:00:00,320
825189    ,2017/8/29 0:00:00,108
1301899   ,2017/8/29 0:00:00,108
760797    ,2017/8/29 0:00:00,108
41919     ,2017/8/29 0:00:00,108
821829    ,2017/8/29 0:00:00,108
813602    ,2017/8/29 0:00:00,108
t3192     ,2017/8/29 0:00:00,108
46633     ,2017/8/29 0:00:00,108
50290     ,2017/8/29 0:00:00,108
902556    ,2017/8/29 0:00:00,108
29873     ,2017/8/29 0:00:00,108
1325373   ,2017/8/29 0:00:00,108
01612     ,2017/8/29 0:00:00,108
756655    ,2017/8/29 0:00:00,108
1302257   ,2017/8/29 0:00:00,317
862205    ,2017/8/29 0:00:00,113
864028    ,2017/8/29 0:00:00,113
895690    ,2017/8/29 0:00:00,113
896258    ,2017/8/29 0:00:00,113
1305566   ,2017/8/29 0:00:00,113
1305593   ,2017/8/29 0:00:00,113
1305687   ,2017/8/29 0:00:00,113
1306137   ,2017/8/29 0:00:00,113
1306277   ,2017/8/29 0:00:00,113
1307690   ,2017/8/29 0:00:00,113
1308183   ,2017/8/29 0:00:00,113
1308642   ,2017/8/29 0:00:00,113
1321593   ,2017/8/29 0:00:00,113
1323050   ,2017/8/29 0:00:00,113
853085    ,2017/8/29 0:00:00,113
860588    ,2017/8/29 0:00:00,113
874635    ,2017/8/29 0:00:00,113
890339    ,2017/8/29 0:00:00,113
893742    ,2017/8/29 0:00:00,113
1280162   ,2017/8/29 0:00:00,113
1281495   ,2017/8/29 0:00:00,113
1305874   ,2017/8/29 0:00:00,113
1305884   ,2017/8/29 0:00:00,113
1305925   ,2017/8/29 0:00:00,113
1307265   ,2017/8/29 0:00:00,113
1317216   ,2017/8/29 0:00:00,113
1321597   ,2017/8/29 0:00:00,113
1323034   ,2017/8/29 0:00:00,113
1322759   ,2017/8/29 0:00:00,113
1323057   ,2017/8/29 0:00:00,113
892801    ,2017/8/29 0:00:00,113
1306306   ,2017/8/29 0:00:00,113
1315717   ,2017/8/29 0:00:00,113
1320072   ,2017/8/29 0:00:00,113
1321603   ,2017/8/29 0:00:00,113
1321625   ,2017/8/29 0:00:00,113
1321627   ,2017/8/29 0:00:00,113
1322641   ,2017/8/29 0:00:00,113
1322650   ,2017/8/29 0:00:00,113
1322659   ,2017/8/29 0:00:00,113
1322672   ,2017/8/29 0:00:00,113
1322869   ,2017/8/29 0:00:00,113
843900    ,2017/8/29 0:00:00,113
877762    ,2017/8/29 0:00:00,113
837122    ,2017/8/29 0:00:00,113
1313101   ,2017/8/29 0:00:00,113
890328    ,2017/8/29 0:00:00,113
862381    ,2017/8/29 0:00:00,126
52277     ,2017/8/29 0:00:00,114
1312375   ,2017/8/29 0:00:00,305
1315642   ,2017/8/29 0:00:00,305
1315651   ,2017/8/29 0:00:00,305
1320010   ,2017/8/29 0:00:00,305
1320018   ,2017/8/29 0:00:00,305
1325787   ,2017/8/29 0:00:00,305
1321613   ,2017/8/29 0:00:00,305
1322823   ,2017/8/29 0:00:00,305
1322830   ,2017/8/29 0:00:00,305
1322989   ,2017/8/29 0:00:00,305
1322993   ,2017/8/29 0:00:00,305
1323042   ,2017/8/29 0:00:00,305
1323049   ,2017/8/29 0:00:00,305
880170    ,2017/8/29 0:00:00,305
889936    ,2017/8/29 0:00:00,305
894002    ,2017/8/29 0:00:00,305
1281525   ,2017/8/29 0:00:00,305
1281522   ,2017/8/29 0:00:00,305
1305916   ,2017/8/29 0:00:00,305
1307241   ,2017/8/29 0:00:00,305
1305587   ,2017/8/29 0:00:00,305
1307632   ,2017/8/29 0:00:00,305
1308348   ,2017/8/29 0:00:00,305
1308154   ,2017/8/29 0:00:00,305
1308156   ,2017/8/29 0:00:00,305
1316653   ,2017/8/29 0:00:00,305
1317228   ,2017/8/29 0:00:00,305
1319286   ,2017/8/29 0:00:00,305
1321620   ,2017/8/29 0:00:00,305
1322768   ,2017/8/29 0:00:00,305
1322773   ,2017/8/29 0:00:00,305
1325411   ,2017/8/29 0:00:00,305
845623    ,2017/8/29 0:00:00,305
860981    ,2017/8/29 0:00:00,305
871345    ,2017/8/29 0:00:00,305
871959    ,2017/8/29 0:00:00,305
875140    ,2017/8/29 0:00:00,305
891222    ,2017/8/29 0:00:00,305
893706    ,2017/8/29 0:00:00,305
895725    ,2017/8/29 0:00:00,305
895736    ,2017/8/29 0:00:00,305
896299    ,2017/8/29 0:00:00,305
905954    ,2017/8/29 0:00:00,305
1285481   ,2017/8/29 0:00:00,305
1305551   ,2017/8/29 0:00:00,305
1305927   ,2017/8/29 0:00:00,305
1305929   ,2017/8/29 0:00:00,305
1306148   ,2017/8/29 0:00:00,305
1305577   ,2017/8/29 0:00:00,305
1322652   ,2017/8/29 0:00:00,305
1322718   ,2017/8/29 0:00:00,305
1322757   ,2017/8/29 0:00:00,305
1322814   ,2017/8/29 0:00:00,305
1325786   ,2017/8/29 0:00:00,305
871995    ,2017/8/29 0:00:00,305
852406    ,2017/8/29 0:00:00,305
899157    ,2017/8/29 0:00:00,305
821544    ,2017/8/29 0:00:00,108
1335350   ,2017/8/28 0:00:00,320
1335353   ,2017/8/28 0:00:00,320
1335366   ,2017/8/28 0:00:00,113
1335368   ,2017/8/28 0:00:00,113
1335370   ,2017/8/28 0:00:00,113
1335382   ,2017/8/28 0:00:00,113
1335390   ,2017/8/28 0:00:00,320
1335394   ,2017/8/28 0:00:00,320
1335391   ,2017/8/28 0:00:00,320
1335373   ,2017/8/28 0:00:00,320
1335374   ,2017/8/28 0:00:00,113
1335377   ,2017/8/28 0:00:00,113
1335317   ,2017/8/28 0:00:00,305
1335404   ,2017/8/28 0:00:00,108
1335408   ,2017/8/28 0:00:00,113
1335413   ,2017/8/28 0:00:00,108
1335420   ,2017/8/28 0:00:00,113
1335429   ,2017/8/28 0:00:00,108
1335430   ,2017/8/28 0:00:00,305
1335432   ,2017/8/28 0:00:00,113
1335439   ,2017/8/28 0:00:00,113
1335447   ,2017/8/28 0:00:00,113
1335448   ,2017/8/28 0:00:00,113
1335451   ,2017/8/28 0:00:00,320
1335457   ,2017/8/28 0:00:00,320
1335458   ,2017/8/28 0:00:00,320
1335464   ,2017/8/28 0:00:00,320
1335466   ,2017/8/28 0:00:00,108
1335474   ,2017/8/28 0:00:00,108
1200009   ,2017/8/29 0:00:00,108
YG4114    ,2017/8/29 0:00:00,108
YG4115    ,2017/8/29 0:00:00,108
YG4156    ,2017/8/29 0:00:00,108
YG4180    ,2017/8/29 0:00:00,108
YG4194    ,2017/8/29 0:00:00,108
YG5298    ,2017/8/29 0:00:00,317
YG5310    ,2017/8/29 0:00:00,108
YG5341    ,2017/8/29 0:00:00,108
35795     ,2017/8/29 0:00:00,113
70961     ,2017/8/29 0:00:00,113
762869    ,2017/8/29 0:00:00,113
803330    ,2017/8/29 0:00:00,113
849506    ,2017/8/29 0:00:00,113
866409    ,2017/8/29 0:00:00,113
877501    ,2017/8/29 0:00:00,113
891243    ,2017/8/29 0:00:00,113
892339    ,2017/8/29 0:00:00,113
892920    ,2017/8/29 0:00:00,113
893210    ,2017/8/29 0:00:00,113
893264    ,2017/8/29 0:00:00,113
893476    ,2017/8/29 0:00:00,113
894030    ,2017/8/29 0:00:00,113
896369    ,2017/8/29 0:00:00,113
898152    ,2017/8/29 0:00:00,113
903370    ,2017/8/29 0:00:00,113
1283690   ,2017/8/29 0:00:00,113
